text,Binary_label,label,Category,origin,cell_id,split
"The room was noticeably drafty with a flickering ceiling light that buzzed annoyingly all night, making sleep impossible despite the supposedly plush bedding feeling thin and worn out upon closer inspection while waiting for housekeeping who never came during our entire stay at this disappointing property.",fake,1,james,qwen3.5:9b,short_negative_unstructured_zero_shot,train
"Despite the prime location, the room felt grimy, and connecting to the painfully slow Wi-Fi was impossible; frankly, the bathroom needed a deep scrub.",fake,1,hardrock,gemma4:e4b,short_negative_structured_zero_shot,train
"While this is a good location for shopping and sightseeing, I would not recommend this hotel to anyone. The rooms are small and bathrooms are tiny, all of which is to be expected in an old urban hotel, but apparently care has not been given to updating the hotel (ever!). The crown molding and base boards are cracked and it appears to only have been painted over and over again. The newer tub liner in the bathroom is merely floating above the old tub and when you stand in the shower it bubbles under your feet. The shower tiles are old and the grout is not clean. This hotel has not been restored the updating that has been done are merely band-aides. There is no fan exhaust in the bathroom and the carpet is ontop of a very hard surface, probaly concrete with no pad in between. The lobby is smokey because of the large open bar in the small space. We were in town on business and supposed to stay 4 nights, we left after 2 and went to another hotel.
",real,0,knickerbocker,human_real,,train
"I just returned from a long weekend in Chicago with my wife. We stayed at the Affinia hotel and I can't even begin to describe what an awful experience it was. When we arrived at 4pm on Thursday (check-in is 3pm), our room was not ready. We had to wait til almost 5pm before we could even get into the room. Once inside the room smelled like an ash tray. Obviously someone had deactivated the smoke detectors somehow and had been smoking in the room. We decided to just go out for an early dinner. After arriving back to our room around 9pm, our key didn't work. We had to go all the way back down to the lobby to get a new one. The next morning the maids started knocking on our door at 7:30 in the morning! Why would you try to clean the room that early??!! The 'do not disturb' sign was on our door for the rest of the stay. After that early wakeup, we went downstairs to request a different room due to the terrible smell in the one we were assigned. The front desk employee gave me a very condescending look and sighed when I asked. Eventually we did get a new room but I didn't enjoy the demeanor I encountered to do so. Our new room was fairly nice, and the rest of the stay was relatively uneventful, but I have a bad taste in my mouth and likely won't stay there again.
",fake,1,affinia,human_fake,,train
I'm still smiling over my stay at Homewood! The king bed in my suite was *the* comfiest I've ever slept on--like floating on clouds--and the free coffee & bagels each morning were a total lifesaver before exploring Pittsburgh. What really stood out?,fake,1,homewood,doomgrave/ministral-3:8b,short_positive_unstructured_zero_shot,train
"Our recent stay at Hard Rock certainly exceeded expectations from the moment we stepped into the lobby and encountered warm, genuine smiles from the front desk team who made our arrival feel effortless. The bathroom was a standout feature for us; it felt spacious rather than cramped, featuring sleek black fixtures that complemented the room's energetic vibe while maintaining excellent water pressure in both showers. Honestly, checking out early meant our time here flew by so quickly we barely wanted to leave, proving this is not just another quick stop but an experience worth savoring despite the slightly higher price tag compared to budget options nearby. Every interaction with staff members during breakfast was marked by genuine enthusiasm and helpful suggestions without ever feeling forced or salesy.",fake,1,hardrock,qwen3.5:9b,long_positive_structured_zero_shot,train
"We have just returned from a week at the James Chicago. The hotel is fabulous, very chic and chilled. The service is beyond compare. Check in and out were swift and painless. The Concierge service is also super efficient having located an excellent hair salon and a couple of fab restaurants for us during our stay. The hotel restaurant itself is rated 5 in the top 10 in Chicago - voted by Chicago residents. We stayed on the 14th floor with great views of the city. The room (a deluxe king) was equipped with a great selection of cocktail making lovelies, hairdryer, safe, tv, robes & slippers, a very interesting selection of minibar items (one of which was a real surprise!) including crisps/snacks a first aid kit and an umbrella! We also had a spotless and elegant bathroom with Kiehls products and a cosy little dining area. The ipod dock/CD/radio and complimentary chillout CD were a nice touch and husband liked the enormous plasma tv. The super comfy bed ensured a good snooze and complimentary WiFi allowed us to plan our next day's activities from our bedroom. We were so busy touring around the city we didn't get an opportunity to use the gym or the spa - both of which looked fab. The bar/lobby area is a haven of civilised tranquility with smooth music playing in the background to help you chillout that bit more. Staff are attentive without being fussy and a good selection of drinks and bar snacks are available. The barman mixes a mean mohito ! This hotel is full of nice little thoughtful touches to make people feel welcomed and cared for e.g. The Virtual Tuck In service - basically a couple of PCs with webcams to allow people to say goodnight to their children when they're away from home on business. Also the dog biscuits and water outside the front door for our furry friends. Next visit to Chicago I'll definitely be staying here and wouldn't even consider an alternative if The James can maintain these standards. 
",real,0,james,human_real,,train
"This is a superb hotel. The rooms are huge, including a luxurious bathroom. It is clean and service is first rate. Breakfast was excellent (and complimentary for Hilton Honors members). Hotel is in a good location, and is connected to a mall, which I imagine would be a great asset in the Chicago winter. Next time I go to Chicago, I will stay here for sure. 
",real,0,conrad,human_real,,train
"My recent visit to the Hotel Monaco was marred by mediocre cleanliness and an unpleasant bathroom experience - the shower floor was perpetually slippery - it didn't live up to my expectations given the high price point, especially considering the compact room with limited natural light from the small window overlooking the street below, which seemed woefully overhyped.",fake,1,monaco,llama3.2:3b,short_negative_structured_few_shot,train
"The Sheraton hotel's cramped bathroom with low water pressure was a frustrating start to my stay. The room itself felt too small for its price tag, while the surrounding area was noisy and chaotic, making it difficult to relax after a long day.",fake,1,sheraton,llama3.2:3b,short_negative_structured_few_shot,train
"Spent three nights in Chicago at this property. First of all, I have to say that it would be hard to imagine a better location as it is perfectly situated on the Magnificent Mile close to terrific restaurants, the Art Institute and Orchestra Hall. The hotel has two sides - the historic tower and a new wing. The rooms are larger on the historic side but generally are looking a little tired. This property needs to be renovated. Some observations: The junior suite I had was laid out strangely. A small bedroom and smaller sitting room separated by a corridor off of which was the very large bathroom. The mirror over the sink was not over the sink but skewed to the right - made shaving a challenge and messy. While descending in the elevator one morning, it started shaking so violently that I could barely stand up. It stopped on the 11th floor and I was greeted by an extremely worried looking hotel employee who had a technician shut it down. (This experience was far more powerful than coffee in helping me wake up - an adrenaline rush certainly cures sleepiness!) Reports from my group were of sinks stopped up, exposed bolts in rooms, and generally things not working. Now the good news - the staff is terrific. They make you feel welcome, are personable, have their own personalities, great service in the bar and really went the extra distance to help. I wish they had a better property to work in.
",real,0,intercontinental,human_real,,train
"After checking out of the Sofitel Chicago Water Tower the other day, I left the hotel, crossed the street and started to walk EB on Chestnut while looking for a cab. I was still within sight of a Sofitel doorman when I sighted a cab approximately one block away and attempted to hail same. After doing so, I immediately heard a Sofitel doorman yelling for me to stop and then heard the sound of his whistle. As the cab slowed to pick me up, the doorman continued to yell at me and blow his whistle as he started to run in my direction. When the cab stopped, I quickly entered cab and locked the door for fear of being physically attacked by the Sofitel doorman. After locking the door, the doorman attempted to open the door as he continued to accost me from outside of the cab. After claiming that he had hotel customers waiting for cabs, he suggested that I had no right to hail a cab in the vicinity of the hotel and then called me a 'jerk' before allowing the cab driver to depart to my destination. Consequently, unless you enjoy being accosted by hotel doormen, please don't attempt to hail a cab anywhere near the hotel under any circumstances without first securing the permission of a doorman. Lastly, as for the rest of my stay, you will enjoy this hotel if you seek a highly pretentious staff who prefer to speak to guests in French instead of English. While I have nothing against the French or French language, I much prefer communicating in English when visiting one of the best cities in the best country in the world. Viva la USA!
",real,0,sofitel,human_real,,train
"I was thoroughly impressed with my stay at the Hyatt, it's truly a gem in the city. From the moment I walked in, I was greeted with a warm welcome and friendly staff who made me feel right at home. The lobby is sleek and modern, perfect for a business trip or a romantic getaway. My room was spacious and comfortable, with a huge bed that I couldn't stop snuggling into. The breakfast spread was incredible, with everything from fresh fruit to made-to-order omelets - I'm still dreaming about those fluffy pancakes! But what really stood out to me was the hotel's commitment to sustainability, I loved seeing the efforts they put in reducing waste and using eco-friendly products. Overall, my stay at the Hyatt exceeded my expectations and I'd highly recommend it to anyone looking for a top-notch hotel experience.",fake,1,hyatt,llama3.2:3b,long_positive_unstructured_zero_shot,train
"Overall, the hotel is beautiful. The service was great. All the employees were friendly and always willing to help. My room on the North end had a great view of the city and the Chicago River. The bed and big fluffy pillows were very comfortable and relaxing. The only downfalls were parking and the fitness room. Parking was a little on the pricey side and not exactly as close to the hotel as one would think it should be. The hotel itself is huge with over 1500 rooms, so you may feel like your getting your daily exercise in just walking from your room to the fitness center depending on where your room is located. 
",fake,1,hyatt,human_fake,,train
"We ate at the Prime House restaurant last year, that is why we picked the hotel. Last year the food and service at the Prime House was outstanding. This year the service felt rushed. The waitress even asked why we were eating so early. It was 6:30pm. Our room in the hotel felt cramped. The beds were comfortable. The bathroom had maintenance problems. The maid service and turndown out night was good. All of the staff at the hotel were friendly and helpful. I just was not impressed by the quality of the hotel itself for what we were paying.
",real,0,james,human_real,,train
"We had a great experience at this hotel. The hotel is Huge! The rooms were very clean, well appointed, and our room was very roomy with a great view of the snow covered park. The Staff was so nice and very helpfull. Donald, at the the Concierge desk scored us tickets to WICKED the day of the performance, and on a Holiday weekend too. They were great seats and a reasonable price. He worked very hard for us to see that show. They truely topped off what was a Fun New Years Celebration. This will be my first pick when I return in the spring. 
",real,0,hilton,human_real,,train
"Promised 'quiet charm' but our room was bathed in traffic noise--woke every hour to horns--while the shower leaked like a sieve, dripping onto the tile below.",fake,1,sheraton,doomgrave/ministral-3:8b,short_negative_structured_few_shot,train
"I was going on a 3 day personal trip to Chicago, and I decided to indulge myself a bit this time around. I chose to stay at the Talbot, an upscale hotel in the heart of downtown Chicago. To start off, I was NOT pleased. For the hundreds I pay a day, I expected an impeccable hotel. First, the check-in process was bad as somehow it took them nearly 15 minutes to find a reservation I had placed nearly A MONTH in advance. Some customer service they claim. Next, when I went to my room, I found that room service had not cleaned it at all. I was forced to wait as they called up a maid to entirely reclean the room as it was strewn with used towels and such. In summary: yes, it was a fancy hotel, yes it had nice accommodations, but the service I experienced there was simply not up to par with a hotel of that price.
",fake,1,talbott,human_fake,,train
The room at Conrad was stunning with floor-to-ceiling windows offering breathtaking city views that woke me up every morning.,fake,1,conrad,qwen3.5:9b,short_positive_unstructured_zero_shot,train
"This small boutique hotel is tucked away in a perfect location between the Loop and the Miracle Mile. Two blocks west of the Wrigley Building and so convenient to restaurants, etc. The staff, from doormen to desk folks are extra nice and accommodating. The delicious breakfast on each floor is ultra-convenient, the evening happy hour is more than generous, and the morning paper is welcome. Bedding is so comfortable. This is our second stay, and certainly not our last. We love Chicago, and this hotel is one of the reasons why. 
",real,0,amalfi,human_real,,train
"If you want to stay in a fabulous hotel in the city and you're willing to pay a little extra, I'd recommend this place.Also, pay the extra for a corner room - the views of the city are spectacular.A short walk to Michigan Avenue. Excellent service from the valets, concierge, lobby agents, and waitstaff in the restaurants. The food in the restaurants was great and room service wasn't too shabby either.Well worth the money! 
",real,0,swissotel,human_real,,train
"A friend highly recommended this hotel and we couldn't have been happier! It was wonderful ~ my husband and kids were already planning our next trip there before we had even left the hotel. The kids loved the goldfish in the room and thought the window seats were the best. 
",real,0,monaco,human_real,,train
"Not a good start when the front desk isn't willing to tell their customers that they have a problem with your room! We reserved a King Suite, and the hotel put us in a Queen Suite without telling us up front. Only after we confronted the Manager did they come clean about the switch, he offered us a free breakfast, but would not up-grade our room. The whole problem could have been avoided if they would have told us the truth and let us decide if we still were willing to stay at the Omni. We will not be retuning to this Hotel again.
",real,0,omni,human_real,,train
"Excellent location, about a block from Michigan Ave. and two blocks from Water Tower Place and John Hancock Tower. Beautiful hotel, felt very luxurious and high-class for being a moderate priced hotel. Staff was excellent -- friendly and accommodating. 
",real,0,affinia,human_real,,train
"The location was perfect for sightseeing, yet the noise pollution made any semblance of peace impossible; moreover, the tiny bathroom felt dismal after just one night, making me wish the visit had lasted longer to justify the disruption near this busy downtown spot.",fake,1,sheraton,gemma4:e4b,short_negative_structured_few_shot,train
"Good location and looks like a good property but did not seem to be managed well. Front desk staff was inattentive to customers and slow. Nice large suite for a room but plumbing fixtures were in disrepair (housekeeping staff could/should have reported each day) - partially clogged shower head, dripping sink, etc. Clean and OK, but neglected - we expected more from an Intercontinental Hotel. Many hotels to choose from in this area of Chicago - can get more for the price from almost any other.
",real,0,intercontinental,human_real,,train
"I was thoroughly impressed with my stay at the Homewood, the spaciousness of the room really stood out to me - plenty of natural light pouring in through the large window. The hotel's location near the lake and downtown is perfect for a quick run or dinner stroll",fake,1,homewood,llama3.2:3b,short_positive_unstructured_few_shot,train
"We stayed here from Nov. 30 to Dec 2 and had a wonderful time. The hotel is just beautiful and the service was excellent from check in to the maid staff to the bartenders in Kitty O'Shea's. We had a room with a king bed that was very comfortable and had very nice feather pillows. You can request other types if you have a problem with feathers. The large flat screen TV was very nice. Bath products were by Crabtree & Evelyn and included shampoo, conditioner, mouthwash and bady lotion. Plenty of coffee was provided. We drank and had snacks at Kitty O'Shea's. The crowd was fun and there was live Irish folk music each night. Good selection of beer and good Shepards Pie, Cheese Dip and Crisps! The location worked very well for us. We walked to the Art Museum and Buddy Guys Blues Club is right across the street. And shopping was a breeze using the shuttle! The cab ride to the Museum of Science and Industry was quite far though and cost about $15 each way. An excellent weekend getaway! 
",real,0,hilton,human_real,,train
"The Hyatt at Downtown Chicago--wow, I'm so glad we chose this one for our impromptu city getaway. First off, check-in was *effortless*--we walked up to the front desk around 5 PM with no reservation (a big plus since plans had changed), and the host didn't bat an eye at all. She handed us key cards in seconds while telling us about their rooftop bar, which ended up being our favorite part of the stay. The room itself was *huge*--way bigger than we expected for this price, with a little nook that let us spread out some work and still have space left over. The bed? Firm enough to support our necks after a long night of wandering the city's streets, but not so hard it left us sore in the morning. And the bathroom?",fake,1,hyatt,doomgrave/ministral-3:8b,long_positive_unstructured_few_shot,train
"Wow. Here is a place to NEVER hold an event. First, no one smiles, including the bartenders. Doesn't anyone here know they are in the HOSPITALITY business? The bartender was 54 years old. Why do I know that? Because, she stated to another employee that 'when you get to be 54 years old, you tell it like it is.' Very specifically, she was referring to the fact that she could tell her employers how they should run things. Wow. The room was set up the wrong way for the event. The food was just plain bad. $9 at a Ponderosa would have been as good. However, this is the Swisshotel. Oh, let's go back to the bartender telling us, unsolicited, about all the problems with the hotel. Man, you just have to wonder how a place like this stays in business. $50 for valet. Ouch. Anyone asking you if you need something, like help? No. Does management make excuses? You bet. Do you ever want to hold an event here? Big no.
",real,0,swissotel,human_real,,train
"I haven't stayed all that much with Hyatt and I'm not sure if I will be going back anytime soon. The staff was very professional and helpful. Our room was close to being 4 stars; however, fell a little short. It really is time for a remodel of the bathroom. The toilet was of an older and flawed design where you had to close the lid to flush. I'm not a germ freak or anything; however, I really don't want to have to constantly have to touch anything on a toilet if I don't have to. The hotel was fully booked with a teen convention (FCCLA) and unfortunately for anyone else we all suffered for it. The noise at night from every direction. The only way to describe it was as if every room around us was having a slumber party. Coming back from dinner one night it took twenty minutes for us to get to our room due to the traffic. With little to no supervision the kids would cut in line to get on the elevators or they would jump floors not to mention having teens going floor to floor to visit with one another, absolutely ridiculous. The lobby of the Hyatt at night was a complete Zoo. During our second night I finally had enough and called to complain only to be told the Hotel was fully aware of the situation and that there really wasn't anything they could do. ...read more
",real,0,hyatt,human_real,,train
"During my stay at the Hilton Chicago it has been quite unpleasant. How so you might ask? Well ill tell you, the towels where scratchy and the service was terrible and by terrible I mean they weren't even at the desk when I checked in. Also, When I ordered my breakfast, lunch, and dinner from room service I received the wrong order for all meals and felt a little sick after lunch. Finally, The bill was charging me for stuff I didn't want or ask for. But overall the hotel was very bad and unpleasant for me and others. I give it a half a star.
",fake,1,hilton,human_fake,,train
"I recently stayed at the Fairmont Chicago and found it to be a fantastic hotel. Staff was always courteous and helpful - from the front desk staff at check-in to wait staff in Aria restaurant, to the maid who cleaned my room. The rooms were recently updated, with large flat-screen TV's, beautiful linens, and exceptional toiletries in each room. My room even had a view of Monroe St. harbor. It is truly a first-rate hotel. Location is south of the river and east of Michigan Ave -- as we normally stay north of the river it seems a little out of the way (if that's possible in downtown Chicago), however its location significantly lowers street noise. The hotel has excellent access to Millennium Park, the Aon center (there is a connecting concourse), and is about 4 blocks from shopping on North Michigan Ave. I ate dinner in Aria and it was fantastic! Room service for breakfast was quite good as well. Overall, I'd stay again in a minute if I had business in the loop, or leisure plans in Millennium or Grant Parks. 
",real,0,fairmont,human_real,,train
"From the moment I stepped up to the front entrance my luxury service began! I enjoyed every minute @ the fairmont! The King room was spacious and the decor chic! The coffee maker was the coolest and the bathroom is huge! I really like the separate shower, tub, and separate door for the toilet. The desserts and cheese spread at ENO so yummy. Before the fairmont the W hotel was my favorite chain of hotels to stay at. 
",real,0,fairmont,human_real,,train
"We loved the hotel. When I see other posts about it being shabby I can't for the life of me figure out what they are talking about. Rooms were large with TWO bathrooms, lobby was fabulous, pool was large with two hot tubs and huge gym, staff was courteous. For us, the location was great--across the street from Grant Park with a great view of Buckingham Fountain and close to all the museums and theatres. I'm sure others would rather be north of the river closer to the Magnificent Mile but we enjoyed the quieter and more scenic location. Got it for $105 on Hotwire. What a bargain for such a nice hotel. 
",real,0,hilton,human_real,,train
"I had high hopes for the Hilton Chicago, but I am sad to say that I am disapointed. Not only is it outrageously expensive (over $200 for two people for one night), but they expect you to pay over $40 to park your car! They do not offer free Wi-Fi, but instead I had to pay $20 to get on the internet in my room. I had to wait until 3 pm to check in (even though my flight was in the morning) and I had to rent a car at the airport because the hotel did not offer transportation too and from. After all of this stress, the Hilton Chicago didn't have an in hotel bar either. I doubt I will stay here again!
",fake,1,hilton,human_fake,,train
"I'd been searching for a cool, non-chain hotel for a weekend getaway with my boyfriend. I thought I'd found a winner in the Affinia... SOO disappointed!! In spite of the fact that our reservation was for two adults, we arrived to find our room had a DOUBLE bed. What?! I was floored, but after a delayed flight and a 2 hour cab ride, was too tired to make a fuss. We were hungry after all the delays and planned on attending an event that night, so we called for room service hoping to keep it simple. I was told that room service would call ME back to take my order...and nothing happened. I didn't want to be late to our event so we ended up going to the restaurant downstairs. Nothing special; entree, dessert and NAB for two still came out to $*...I am no hayseed, I'm WELL aware that everything costs more in Chicago, but this just wasn't worth it. Our room was by the elevator w/ parking garage view...the bathroom was tiny, shower curtain was stained, funky toilet seat/lid, and the vanity featured that 'rude awakening' lighting normally found in low-rent dressing rooms, i.e., 'Holy crap, have I looked that bad this whole time?!' If you're a traveler who likes using the in-room coffeemaker, they charge for their chintzy coffees (I don't use these, but... come on). Nice enough ambience in the upstairs bar, but weak drinks... That night, our bed was so tiny and uncomfortable that I almost asked to switch rooms. But the Marathon was that weekend; the hotel was so busy I didn't want to be a pest. I can't believe I was so impressed with this place online. Next time I'll happily pay more to stay someplace that's actually a treat.
",real,0,affinia,human_real,,train
"We recently stayed at the hotel allegro in chicago illinois, while the hotel was nice please take my advice and do not stay here. I payed cash for the room and handed over my credit card for incedentals ($50.00) the next day my debit card was charged $200 clearly this had to be a mistake...i called the hotel manager who was the rudest person i have ever spoken with about the charge and was told that it was my fault i paid cash and that i could give him my bank account, routing, SS # and authorization code and he could call my bank and take care of it. Clearly i am smart enough not to give this information to anyone yet alone someone who had already taken more then should have been charged. I then called corporate to complain and let them know about the situation the only thing corporate could tell me is that they had already credited my account and that they were sorry and it was clearly my mistake. I then questioned them about the manager asking for all my information if they had already credited my account and they told me they didnt have an answer for me. So for your bank accounts sake do not stay here they are many other options in chicago
",real,0,allegro,human_real,,train
"My husband and I stayed at the Conrad Chicago on our 1st anniversary tripped and had a WONDERFUL experience thanks to the staff. Not only is the hotel and a great location with many places to eat and socialize within walking distance, but they rooms were also clean and quiet. The staff was helpful and accommodated our requests. We'll definitely be staying here again next time we visit Chicago! Also if you stay you MUST eat at The Restaurant. Fabulous food!
",fake,1,conrad,human_fake,,train
"We decided to stay at The James last weekend with our kids. We reserved the 'Family Adventurer with Paul Frank'. It's a special offer by the hotel to entice visitors to see the local museums and aquarium. We ended up receiving 2 Chicago City Passes, which ultimately paid for themselves and 4 tickets for the Chicago Children's Museum. My kids had a ball. We ended the day with a milk and cookies turn down service and a special pair of pajamas that my daughter adored. All in all, a great weekend where my kids were the focus. The adults certainly weren't forgotten since we had a great breakfast in the room the next morning. 
",fake,1,james,human_fake,,train
"Just had an amazing stay at Hotel Allegro downtown and honestly couldn't stop smiling throughout my entire trip here. The lobby area feels so welcoming with those warm brass accents catching the sunlight streaming through the huge windows right when you walk in after a long flight, which immediately lifted my mood completely before even checking into my room on the fourth floor where everything was spotless despite being older than most other places I've stayed lately because they clearly take pride in maintaining character without letting things get dusty or neglected at all.",fake,1,allegro,qwen3.5:9b,long_positive_unstructured_zero_shot,train
"Swisses Chicago: Nice, but lacking in some pretty basic expectations in our modern era in a great spot along the Chicago waterfront. A spacious room is a comfortable respite from the city, but don't plug in your computer or hope for a free donut in the morning. No free WiFi here ,or affordable breakfast, or a free swim in the pool. Just a ten-dollar-a-night charge for internet, an on average $25 plate for breakfast, and another 15 bucks a night for the 'fitness center.' I've stayed in small town no star motels where WiFi is free as part of a 50 dollar room. Get with it - this is 2009! No free breakfast is not so bad as you probably ate too much for dinner and don't need it anyway, but for those of us who aren't charging everything to the company card some basics would be appreciated. Coffee, milk, OJ; stale donuts, ,muffins, maybe some cereal. Throw us a little something besides fruit flavored water in the lobby. With regards to swimming, this is another one wrapped up in a fitness center fee but the pool is only open till 10 pm plan accordingly. This all makes the $6 Fiji bottled water in the room seem like a bargain. Summation: Drop the fees, the nickel dimming of folks, and just charge what you need to charge to compliment what is otherwise a nice hotel.
",real,0,swissotel,human_real,,train
"Expected elegance fell flat--check-in was sluggish, my room felt dated with thin walls that let street noise bleed through, and the bathroom smelled faintly damp despite being 'luxury.' Breakfast was minimal: dry toast and an overcooked omelet with no charm or variety.",fake,1,sofitel,doomgrave/ministral-3:8b,short_negative_structured_few_shot,train
"The Hard Rock Hotel was a natural choice for me to book a block of rooms for several colleagues traveling into Chicago.. The location is fantastic - a short walk to top notch city points of interest such as Lake Michigan, Millennium Park, and Art Museum - and several fantastic restaurants nearby to choose from. My co-works LOVED the exterior of the building, views from the rooms, the art on the walls, and crisp, clean & hip feeling of the hotel, but not 'too over the top' for 'business'. By far a better experience than your usual 'chain' hotel where they shuffle you in and out and boring rooms. Here you feel special...for the same price. The lobby and bar have fun & cozy areas to just hang out and watch the people pass on Michigan Ave (or catch a real rock star in the lobby!) 
",real,0,hardrock,human_real,,train
"Stayed here for two days in the first week in January, when hotel was very quiet. Got a big corner room. Staff are friendly, decor is modern, and there's a huge choice of pastries and cakes and breads for breakfast, which you take back to your room. The free hors d'oevres with the drinks are great antipasti - olives, breads, cheeses and meats, marinated vegetables. This was a really easy hotel to stay in, fairly central - a couple of blocks away from the 'L', and quiet, despite the building work opposite. If you're in Chicago, stay here. 
",real,0,amalfi,human_real,,train
"An excellent vacation destination. Clean rooms and many nice features. Superb location and proximity to local attractions. Staff is always friendly and eager to help. Highly recommended to anyone looking to travel to this area. 
",fake,1,palmer,human_fake,,train
"I can only confirm the positve reviews previously mentioned. We stayed in room 1112, King with River View. No noise and very comfortable.The price was a bargain at $191 a night. I would stay here again. The 'L' from Midway Airport lets you off about two blocks from the Hotel. It's a $2 ride - no need for a $40 taxi ride. 
",real,0,monaco,human_real,,train
"We've stayed here before but this time around was a marked difference in quality and service - the staff wasn't rude, just incompetent. For example, we ordered wine glasses for the room because the hotel no longer services a mini bar in the room, which seemed like a really cheap way to go for this type of hotel. Nonetheless, the staff brought us 4 coffee mugs... The list of issues goes on unfortunately, including the low grade in-room movie options - our audio and video did not sync on our rental; we eventually had to stop watching after 20 minutes. And the room itself was not clean; the bathroom sink vent holes were black with mold. Clearly the hotel has pulled back on not only amenities, but training or sufficient staff... oh, but the price point for this hotel has stayed the same. Find a newer hotel, there are many in this great city.
",real,0,conrad,human_real,,train
"We just arrived from a 3 nights stay at the Sofitel Chicago Water Tower. It was faboulous. Fine Linen, nice room with bigs windows, bathroom with a shower, flat TV. Check for the deals on the Sofitel website, we had 3 nights for the price of two ! 
",real,0,sofitel,human_real,,train
"Not one of my better experiences, When I first arrived at the hotel and tried to get my room key it was discovered that they were fresh out of keys. I had to wait half an hour while someone ran out to get more keys. It wouldn't have been as bad but the lobby looked to be in slight disrepair. When I finally got to the room I found the burnt out light bulb and an unmade bed. The room was an ok size for one person but any more than that and it would probably get a bit crowded. But the view from the window was amazing, and it took away some of the bad for me. Overall, it just felt like the owners of the hotel stopped caring, maintenance took four or so hours to finally come fix the light. I didn't even get housekeeping my entire stay there. I wouldn't recommend this hotel to anyone in the area, hopefully it will make them get their act together.
",fake,1,knickerbocker,human_fake,,train
"Stayed at the Monaco for a romantic weekend getaway and it was simply fantastic. Very convenient for walking to museums, shopping and park nearby. The room has a great box window that you can sit in and enjoy the view. We also requested a goldfish which was a pleasant surprise and added to the charm and uniqueness of the hotel. Helpful staff, wifi, Aveda products, decent restaurant downstairs for brunch, easy to get a taxi and nothing beats the location. I would definitely recommend staying at this hotel, for business or pleasure. 
",real,0,monaco,human_real,,train
"Stayed here with friends for a long weekend in August and loved the hotel. Enjoyed the free nightly wine happy hour, and the accomodations were quite nice (our beds were very soft and comfortable). We had excellent views of the river from our rooms. The location was wonderful for seeing the sights around town, with easy access to public transportation nearby. My friends actually received the goldfish upon request, which they enjoyed. Some noise could be heard from rooms nearby or above, but it was minimal. Price seemed very resonable to us for the location. Will certainly return to the Windy City and plan on staying here again. 
",real,0,monaco,human_real,,train
"We got an outstanding rate by signing up for the hotels' website newsletter. Affinia has a great location just off Michigan Avenue near the Water Tower. Beware however: parking is expensive in the Gold Coast....$48/night. Right from the start, Victor greeted us and made us feel welcome. Check-in was easy and our room was gorgeous. However, it was a handicapped acessible room and I wanted a tub, so one call to the front desk and we had another room. All rooms have been renovated and they are beautiful, comfortable and well appointed. The rooftop bar is a must-do. The outside patio has heaters and candles, a high table for big groups and little groupings of chairs and sofas to get comfy on and enjoy the views. We didn't sit inside the bar area. Pedro and Quentin were excellent bellmen, and Christopher (concierge) was very helpful. As we left, we shook Victor's hand (he's always there!) and told him we've found our new Chicago hotel! 
",real,0,affinia,human_real,,train
"When most people think Hilton, they think luxury. I know I did. I only wish I'd been half right. Upon arriving, I was informed that the incompetent staff had lost my reservation entirely. Not a very auspicious start, but they did find me another room. Granted, the new room had an oh-so-scenic view of the broadside of an adjacent building. But, fine. I was willing to let this slide. I didn't want to be difficult. In the following days of my stay, it got a little harder to ignore all the minor problems that were making the Hilton very undeserving of the term, luxury hotel. Noisy neighbors. Rude staff. If the state of my bathroom towels was anything to go by upon checkout, I doubt my sheets were changed even once. Next time I'll ignore the hype and stay somewhere cheaper. The service couldn't possibly be worse.
",fake,1,hilton,human_fake,,train
"This was a great place to be! Great views of river and lake, walk to everything, a clean and comfortable room, and very accommodating staff. We arrived early and were checked in by 10:30 am and checked out late , effectively adding two days to our vacation. It is a large hotel but the staff works hard and takes good care of the customers. 
",real,0,sheraton,human_real,,train
"Arrived expecting something polished--this Sheraton felt more like a budget chain than a true luxury brand. The room's air conditioning struggled to keep up, with hot, stale patches lingering despite leaving windows open, forcing me to toss out my clothes for the evening in frustration. The bath towels were threadbare and smelled faintly mildewed after one use; even the hand soap, tucked into a cheap plastic cup, had congealed from repeated exposure to humidity.

Staff either ignored us or rushed through interactions like clockwork--courteous but distant, as though we weren't guests but merely an obligation. The front desk agent's 'welcoming' demeanor turned hollow when I asked for a wake-up call; it came at the wrong time because she'd scribbled '10:30' instead of '9:30.' The hotel's noise policy was nonexistent--laughing party groups and construction noises from outside filtered in late into the night.",fake,1,sheraton,doomgrave/ministral-3:8b,long_negative_structured_few_shot,train
"Having made regular business trips to Chicago, I decided to stay at the Hotel Monaco Chicago, since it was fairly new and I had a friend that had stayed there. The Lobby was quite small, which surprised me with a name like Monaco. As a matter of fact I found the furnishings to be quite drab.A boy took my luggage and showed me to the suite. It was two rooms, not as spacious as I would have liked, an entertainment room, and a bedroom with a standard television. Can You imagine, I was expecting H.D., but it was just ordinary cable. For $600 a night you would expect a 42 inch set. The bath was ordinary, nothing special, but the bed was a very big King.The view did not take in the Lake, unfortunately, just the Magic Mile. Well, I am starving so time to eat. The restaurant was well appointed, I hope the food was as good. I ordered lamb chops, potatoes au gratin and mint sauce. It was fair. I hope the rest of my trip si better than my accomadations. I would give this hotel a two and a half, but I would not return.
",fake,1,monaco,human_fake,,train
