text,Binary_label,label,hotel,origin,source_dataset,cell_id_variation,split
"Despite the prime location near Michigan Avenue, I barely slept--the AC rattled all night--and the Wi-Fi kept dropping. For the hefty price, I expected far better, and I left feeling thoroughly underwhelmed.",fake,1,affinia,deepseekv4-flash,Hotel_LLM_Reviews_deepseekv4_flash.csv,short_negative_structured_few_shot,test
"The Ambassador East was a average hotel at best, and mediocre at worst. The bright spot is a very helpful and friendly staff. The doormen and the concierge were especially helpful and willing to do what they could for you. The room was lackluster, however. The bathroom was in especially bad shape. It was dirty when we arrived, with hair in the sink and shower. The shower was in really bad shape. The shower head adjustment did not work properly and water pressure was very low. The water temperature did not get warm during the first morning of our visit. The decor throughout the hotel (lobby, hallways and rooms) was very out-of-date and old-fashioned. I would have liked there to have been a vending machine in the hotel as well. The business center with free Internet access was a nice feature that was easy to use. The hotel's location was okay though it was a bit of a hike to the most popular tourist destinations. I would not stay at this hotel again based on its current conditions, but if it underwent some renovations to update the rooms and the bathrooms, I might be inclined to stay there again. ...read more
",real,0,ambassador,human_real,Hotel_Human_VS_HumanFake_relabelled.csv,,test
"I was looking forward to staying here for my wedding in late September, and was surprised by the signs of hard times that were subtle, but affected me and my husband. For example, he got locked out of our room 2 times, once having to wait for 15 minutes in the hallway after going to the spa. The other time was when he was getting ready for our wedding ceremony, so that was stressful because he lost some time. The keycard just would stop working. Then a fuse blew, so we had no power while trying to get ready. It happened to me also, coming back from the spa, and I called on the hallway phone to get help. Luckily, right after that, an employee who was randomly walking by asked me if I had been waiting long--as if she knew this was a problem. I said no, and she called down to check. Apparently, no one had even called Security to get me back into my room! She had a set of keys and let me in, thank god. Then, on our wedding night, my husband wanted to order from room service. It was a little after 10:30pm. We were told that room service was closed for the night--even though all the literature in the room brags about '24 hour dining.' That fact was never communicated to us when we checked in. I feel like the quality of service and amenities are slipping. We later heard something about a lot of employees getting laid off, so maybe that's why people weren't too intersted in providing good service. I don't think if I would recommend that anyone stay at this Fairmont nor will I ever again. BTW, the spa is great to hang out in, even if you're not doing a massage.
",real,0,fairmont,human_real,Hotel_Human_VS_HumanFake_relabelled.csv,,test
"From the moment I stepped up to the front entrance my luxury service began! I enjoyed every minute @ the fairmont! The King room was spacious and the decor chic! The coffee maker was the coolest and the bathroom is huge! I really like the separate shower, tub, and separate door for the toilet. The desserts and cheese spread at ENO so yummy. Before the fairmont the W hotel was my favorite chain of hotels to stay at. 
",real,0,fairmont,human_real,Hotel_Human_VS_HumanFake_relabelled.csv,,test
"Stayed here as a treat to myself while in Chicago recently for a concert. I totally LOVED IT here!! When you called either the Front Desk or Room Service, the phone was answered with 'Hallo Mrs (Name)' which was a great personal touch. Vanessa at the front desk, went out her way to help me - storing some things in a safe for me before I could book into my room. My room was wonderful - the bathroom was luxurious. I was on the 30th floor and the views were superb. We ordered room service and it came quickly and the guy was so friendly and nice. The doormen were great too and I wore jeans and a tshirt one day and they still opened the door for me, so no snobbery there. Comfortable, cozy bathrobes were available in the bathroom, the lights went on in the wardrobe (never seen that before!!), tv was HD ready and flat screen. The bed was like sleeping on a cloud - best sleep for a while. Would I stay here again?? Oh yeah!! No problem - just need to save up first!! 
",real,0,sofitel,human_real,Hotel_Human_VS_HumanFake_relabelled.csv,,test
"The Omni's staff were genuinely warm--quick with local tips and a smile. Location on Michigan Ave made everything walkable, and our spotless room felt surprisingly spacious for the price. Solid value; I'd happily return.",fake,1,omni,deepseekv4-flash,Hotel_LLM_Reviews_deepseekv4_flash.csv,short_positive_structured_few_shot,test
"Hotel Allegro was convenient for the station, but our view was a grim alley, the room had dusty surfaces, and the cramped bathroom smelled damp with weak water pressure.",fake,1,allegro,gpt5.6-terra,Hotel_LLM_Reviews_gpt5.6_terra.csv,short_negative_structured_zero_shot,test
"The Hyatt exceeded my expectations--the room was spotless and quiet, and the staff went out of their way to make check-in effortless. Loved the cozy lobby bar for a nightcap, and the location made exploring on foot a breeze.",fake,1,hyatt,deepseekv4-flash,Hotel_LLM_Reviews_deepseekv4_flash.csv,short_positive_unstructured_few_shot,test
"I wasn't sure what to expect with Affinia, but it turned out to be exactly the kind of stay that makes you forget you're in a hotel. The room was generous without feeling cavernous, and the bed was so comfortable I actually slept in past my alarm--which never happens when I travel. What really stood out, though, was how proactive the staff were. We mentioned we were heading to a show and they handed us a map with the fastest walking route plus a couple of dinner spots we hadn't considered. The gym had enough equipment to get a proper workout in, and the lobby coffee in the morning was a nice touch for early risers. Location-wise, you're close enough to walk to major sights but tucked away from the constant street noise. Only tiny hiccup was the elevator wait during peak checkout time, but that's a minor blip. I'd happily book here again.",fake,1,affinia,deepseekv4-flash,Hotel_LLM_Reviews_deepseekv4_flash.csv,long_positive_unstructured_few_shot,test
"Hotel Palmer was a very pleasant surprise for our weekend stay. The lobby has a relaxed, slightly old-fashioned character, but everything felt well cared for and clean. Our room was quiet despite facing the street, with a comfortable bed, good blackout curtains, and enough outlets near the desk and bedside tables, which I always appreciate. The bathroom was compact but spotless, and the shower had excellent water pressure. Check-in was friendly and efficient; the front desk person even pointed us toward a nearby breakfast spot that became our favorite. Location made getting around easy, with shops and restaurants within a short walk. The only small drawback was that the elevator took a little while during the morning rush. Otherwise, it was an easy, comfortable stay, and I'd happily book Hotel Palmer again.",fake,1,palmer,gpt5.6-terra,Hotel_LLM_Reviews_gpt5.6_terra.csv,long_positive_unstructured_few_shot,test
"The air conditioning barely worked and the hallway smelled like stale cigarettes. For the price, the paper-thin walls and worn-out furniture felt like a real rip-off. I expected so much more.",fake,1,james,deepseekv4-flash,Hotel_LLM_Reviews_deepseekv4_flash.csv,short_negative_unstructured_zero_shot,test
"Conrad made our weekend feel special--beautiful room, genuinely warm staff, and a fantastic breakfast. The central location was perfect for walking to dinner and sightseeing.",fake,1,conrad,gpt5.6-terra,Hotel_LLM_Reviews_gpt5.6_terra.csv,short_positive_unstructured_zero_shot,test
"I really wanted to love this place given the price, but our two nights at the Omni left us deflated. The room had promise, but the bathroom was the letdown: the shower alternated between scalding and cold, the drain barely kept up, and there was grout mildew in the corners that no amount of good towels could distract from. Our 'city view' looked straight into the neighboring office tower, so we kept the curtains drawn the whole time. The wifi kept dropping every few minutes, which was maddening since I had a work call to take -- I ended up using hotspot data from my phone. Honestly, one night would have been plenty; by the second morning we were eager to leave. The front desk staff were pleasant, to be fair, but pleasant staff can't fix a bathroom and a bandwidth problem. Not again.",fake,1,omni,glm-5.3-flash,Hotel_LLM_Reviews_glm-5.3-flash.csv,long_negative_structured_few_shot,test
"I expected much more from Sofitel, especially given the price and the brand's reputation. The lobby looked polished, but the room felt tired, with scuffed furniture, worn carpet, and a bathroom fan that rattled all night. Our window faced a noisy service area, and the curtains did little to block the early-morning deliveries. Housekeeping also missed replacing the coffee capsules and left used glasses on the desk. Breakfast was another disappointment: the buffet was crowded, several dishes were lukewarm, and staff seemed overwhelmed. We mentioned the problems at reception, but the response was polite rather than helpful, with no real solution offered. The bed was comfortable, and the location was convenient, but those positives did not justify the cost. Overall, it felt more like an average business hotel than a luxury Sofitel.",fake,1,sofitel,gpt5.6-luna,Hotel_LLM_Reviews_gpt5.6_luna.csv,long_negative_unstructured_zero_shot,test
"I had a really comfortable stay at Homewood. The suite was spacious, clean, and laid out well, with a small kitchen that made it easy to keep drinks and snacks on hand. The bed was especially comfortable, and the room stayed surprisingly quiet at night despite the hotel being fairly busy. I also appreciated the included breakfast; there was a good variety each morning, and the staff kept everything stocked. Everyone I encountered at the front desk was friendly and genuinely helpful, particularly when I needed directions to a nearby restaurant. The lobby and fitness area were tidy, and parking was convenient. My only minor complaint is that the Wi-Fi slowed down in the evening, but overall the hotel felt welcoming, well-maintained, and like a great value.",fake,1,homewood,gpt5.6-luna,Hotel_LLM_Reviews_gpt5.6_luna.csv,long_positive_unstructured_zero_shot,test
"We booked the Ambassador specifically because of the location, and honestly, that's the only thing that lived up to the billing. The lobby looks impressive in photos, but the reality is tired and worn. Our 'deluxe' room had a stain on the carpet that looked like old coffee, and the air conditioning unit sounded like a lawnmower every time it kicked on. We asked for a quieter room and were told nothing else was available, though the front desk clerk didn't seem particularly interested in helping anyway.

The bathroom had a cracked tile and the shower pressure was a pathetic drizzle. We tried the hotel bar one night, but the service was so slow we ended up leaving before we got our drinks. For the price we paid, this was a major letdown. It feels like a budget motel with a fancy coat of paint. I genuinely don't understand the positive reviews, and we will not be returning, nor will we recommend it to friends.",fake,1,ambassador,deepseekv4-flash,Hotel_LLM_Reviews_deepseekv4_flash.csv,long_negative_unstructured_few_shot,test
"Our stay at the Omni was much more disappointing than expected for the price. The location is convenient, but that was about the only thing that worked in its favor. Check-in took nearly half an hour, and the front desk seemed overwhelmed and uninterested in helping. Our room looked tired, with scuffed furniture, a stained armchair, and a bathroom fan that rattled loudly all night. The bed was comfortable enough, but hallway noise and doors slamming kept waking us. Housekeeping also skipped our room despite the 'please service' sign, so we had to call twice for fresh towels. The restaurant downstairs was overpriced and slow, and even basic Wi-Fi required an extra charge. I expected a polished, comfortable experience from the Omni and left feeling that the hotel was coasting on its name and location.",fake,1,omni,gpt5.6-luna,Hotel_LLM_Reviews_gpt5.6_luna.csv,long_negative_unstructured_few_shot,test
"Hotel Allegro was pleasantly quiet, and the Wi-Fi worked reliably throughout my stay. I only wish I'd booked another night--the comfortable room and attentive service made it well worth the price.",fake,1,allegro,gpt5.6-luna,Hotel_LLM_Reviews_gpt5.6_luna.csv,short_positive_structured_zero_shot,test
"I had a very pleasant stay at Hotel Monaco. The location was especially convenient, with restaurants, shops, and public transportation all within an easy walk, so I rarely needed a taxi. My room was comfortable, quiet, and clean, with a surprisingly good bed and enough space for a short visit. The Wi-Fi worked reliably throughout the hotel, including during video calls, which was important for me. What stood out most was the staff: everyone at reception was welcoming, efficient, and happy to offer directions or restaurant suggestions without being pushy. The hotel is not the cheapest option in the area, but the convenient location, comfortable amenities, and attentive service made it feel worth the price. I would gladly stay here again.",fake,1,monaco,gpt5.6-luna,Hotel_LLM_Reviews_gpt5.6_luna.csv,long_positive_structured_zero_shot,test
"I really wanted to love this place given the price, but our four nights here were a letdown. The AC in our room never cooled properly no matter what we set it to, and after sweating through two nights they finally moved us, only for the new room to smell faintly like mildew. Breakfast was included and pushing it -- diluted juice, lukewarm eggs, and the coffee machine ran empty most mornings. The pool was closed 'for maintenance' our entire stay, which nobody mentioned at booking. Housekeeping skipped our room one day entirely and knocked at 8:30am the next. Location is fine, walkable to the beach, and the front desk clerk on Tuesday was genuinely kind. But for what we paid, we expected far better. Probably won't be back.",fake,1,amalfi,glm-5.3-flash,Hotel_LLM_Reviews_glm-5.3-flash.csv,long_negative_unstructured_few_shot,test
"Stayed for three nights during a conference and was genuinely impressed. The room was spotless, with a super comfortable bed and blackout curtains that actually worked--slept like a log. Staff at the front desk were efficient and friendly, even when the lobby was crowded. The in-house restaurant had a solid breakfast spread, and the omelet station was a nice touch. Location is a bit far from the main tourist drag, but the free shuttle to the downtown core made it easy. Gym is well-equipped, though the treadmills could use a tune-up. Pool area was quiet and clean. Only minor complaint: the Wi-Fi in the room dropped a couple of times during video calls. Otherwise, a dependable, comfortable stay that delivered on all the basics. Would book again for business trips.",fake,1,hyatt,deepseekv4-flash,Hotel_LLM_Reviews_deepseekv4_flash.csv,long_positive_unstructured_zero_shot,test
"The location was genuinely convenient, steps from the metro and a host of decent eateries, which made getting around painless. That's where the positives end. My room felt tired, but the bathroom was the real low point: the showerhead spat unevenly, the grout was dark and grimy, and the ventilation fan rattled all night. Breakfast was a sad buffet of lukewarm scrambled eggs, stale pastries, and coffee that tasted burnt. To top it off, the wifi dropped constantly, forcing me to hotspot my phone for work. I'm not sure what's changed, but this didn't live up to the brand's reputation. A serviceable mattress and friendly front desk staff couldn't rescue a stay that left me counting down to checkout. I'd only return if nowhere else was available.",fake,1,monaco,deepseekv4-flash,Hotel_LLM_Reviews_deepseekv4_flash.csv,long_negative_structured_few_shot,test
"I booked a hotel room for 4 nights at this hotel through an online vendor. After booking the hotel room I contacted the hotel to request a room with 2 beds. I was told in 3 different conversations with hotel personnel that I would have a room with 2 double beds. When I arrived I was given a King sized bed and was told that there was nothing the hotel could do for myself and my 3 guests. Apparently the hotel management saw no problem with 4 people sleeping in 1 bed. The staff was completely unaccomodating. To add insult to injury we met other guests that had obtained a room with 2 beds by just walking in off the street the day after we checked in. I would not recommend this hotel to anyone. The customer service is well below what is acceptable. The location of the hotel is great but there are many other hotels that offer excellent service and high quality rooms to stay in while visiting Chicago. Bottom line is do NOT stay at the Millenium Knickerbocker!!!
",real,0,knickerbocker,human_real,Hotel_Human_VS_HumanFake_relabelled.csv,,test
"Loved the quiet room and plush bedding at Sofitel; breakfast had plenty of fresh options, and the concierge quickly found us a lovely nearby restaurant.",fake,1,sofitel,gpt5.6-terra,Hotel_LLM_Reviews_gpt5.6_terra.csv,short_positive_unstructured_few_shot,test
"Expected much more from the Hotel Ambassador. The room smelled stale, the air conditioning barely worked, and the front desk staff seemed annoyed by every request. Breakfast was cold and overpriced. Won't be returning.",fake,1,ambassador,glm-5.3-flash,Hotel_LLM_Reviews_glm-5.3-flash.csv,short_negative_unstructured_zero_shot,test
"I booked the Ambassador expecting a quiet, central base, but between the rattling elevator shaft and the street-level bar's bass thumping until 2 AM, I barely got three hours of sleep. The room itself was clean enough, but the walls were paper-thin--I could hear the neighbor's TV news and every flush. The staff seemed overwhelmed and disinterested; my request for a fan to mask the noise was met with a shrug and a promise that never materialized. Location-wise, you can't beat the walk to the main square, but that's about all it has going for it. Check-in took twenty minutes, and the front desk didn't even acknowledge my loyalty status. I left more exhausted than I arrived, paying a premium for a night that felt like a dormitory. Unless you're a heavy sleeper or bring earplugs, I'd look elsewhere. Disappointing all around.",fake,1,ambassador,deepseekv4-flash,Hotel_LLM_Reviews_deepseekv4_flash.csv,long_negative_structured_few_shot,test
"As I sit here in my 14th floor room at the hotel Allegro, I listen to the conversation between husband and wife in the room on my left. She seems to have a cough today. In the room on my right, someone seems to use the restroom quite a bit. I hear the water running and the toilet flushing. I also hear footsteps in the room upstairs. Even roadside motels have better insulation between the rooms. I've stayed in about a dozen Kimpton hotels and this is by far the worst. The room is dirty - the carpet covered in spots and stains, the curtains with a large brown stain (I don't want to guess what it is), paint peeling, rips in the wallpaper. The decor is a bit garish, with Pepto-Bismol covered walls, green and yellow pillows and the filthy brown and white carpet. The size of the room is fine and the bed comfortable, but I'm so glad I had earplugs to avoid listening to others' toilets flushing all night. The location is good for downtown theaters or business. Only three elevators serve this 17+ storey building and they run very slowly. Chicago has many nice hotel options -- many I've enjoyed quite a bit. Unfortunately this is not one of them, and even more unfortunate for me: I'm stuck here for two more nights. I was looking forward to staying here because most Kimptons are hip, comfortable and attractive. This is not.
",real,0,allegro,human_real,Hotel_Human_VS_HumanFake_relabelled.csv,,test
"The James was a great downtown base: quiet room, genuinely friendly front desk, and an easy walk to restaurants and the river. The bed was especially comfortable.",fake,1,james,gpt5.6-terra,Hotel_LLM_Reviews_gpt5.6_terra.csv,short_positive_unstructured_few_shot,test
"we love the location and proximity to everything. The staff was very friendly and courteous. They were so nice to our 2.5 year old boy. got his backpack full of goodies the moment we arrived. We got free wifi and morning drinks by signing up for select guest program . Can't beat that! the only minor issue is the elevator. we have to take 2 separate elevator trips to get to our room. It got a little annoying when we were going in and out often. Otherwise, it was a great stay!
",real,0,omni,human_real,Hotel_Human_VS_HumanFake_relabelled.csv,,test
"I expected old-school charm but got peeling wallpaper, a broken AC that cycled all night, and staff who shrugged at the noise from the street. Location is fine, but for the price, this place needs serious maintenance. I left exhausted and disappointed.",fake,1,knickerbocker,deepseekv4-flash,Hotel_LLM_Reviews_deepseekv4_flash.csv,short_negative_unstructured_few_shot,test
"I had a very pleasant stay at the InterContinental. Check-in was smooth, and the receptionist took a moment to explain the breakfast hours and hotel facilities rather than just handing over a key. My room was spotless, quiet, and had a comfortable bed with surprisingly good pillows. The city view from the higher floor was a nice bonus, especially in the evening. Breakfast offered plenty of choices, from fresh fruit and pastries to made-to-order eggs, and the staff kept everything well stocked. I also appreciated how quickly housekeeping responded when I asked for extra water. The location made it easy to walk to nearby restaurants and attractions. Prices are not exactly budget-friendly, but the service, comfort, and overall attention to detail made it feel worthwhile.",fake,1,intercontinental,gpt5.6-terra,Hotel_LLM_Reviews_gpt5.6_terra.csv,long_positive_unstructured_zero_shot,test
"Homewood's fresh decor and convenient location near shops made our visit easy. The spotless bathroom had great water pressure, and although the stay was brief, we felt well rested.",fake,1,homewood,gpt5.6-terra,Hotel_LLM_Reviews_gpt5.6_terra.csv,short_positive_structured_zero_shot,test
"Great location with a nice city view from our window, and the room was spotless on arrival. Wifi was fast and reliable, and the beds were so comfy I slept like a rock every night. Would happily return.",fake,1,affinia,glm-5.3-flash,Hotel_LLM_Reviews_glm-5.3-flash.csv,short_positive_structured_few_shot,test
"We got an outstanding rate by signing up for the hotels' website newsletter. Affinia has a great location just off Michigan Avenue near the Water Tower. Beware however: parking is expensive in the Gold Coast....$48/night. Right from the start, Victor greeted us and made us feel welcome. Check-in was easy and our room was gorgeous. However, it was a handicapped acessible room and I wanted a tub, so one call to the front desk and we had another room. All rooms have been renovated and they are beautiful, comfortable and well appointed. The rooftop bar is a must-do. The outside patio has heaters and candles, a high table for big groups and little groupings of chairs and sofas to get comfy on and enjoy the views. We didn't sit inside the bar area. Pedro and Quentin were excellent bellmen, and Christopher (concierge) was very helpful. As we left, we shook Victor's hand (he's always there!) and told him we've found our new Chicago hotel! 
",real,0,affinia,human_real,Hotel_Human_VS_HumanFake_relabelled.csv,,test
"Expected more from the James. My room smelled musty, the AC rattled all night, and housekeeping skipped my floor entirely one day. Staff were pleasant enough but the value just wasn't there. Won't be returning.",fake,1,james,glm-5.3-flash,Hotel_LLM_Reviews_glm-5.3-flash.csv,short_negative_unstructured_few_shot,test
"Loved the unique design and the rooftop bar views! Staff were incredibly warm and helpful. Our room was super clean and quiet, a real retreat after exploring. Would definitely stay here again.",fake,1,allegro,deepseekv4-flash,Hotel_LLM_Reviews_deepseekv4_flash.csv,short_positive_unstructured_zero_shot,test
"Hard Rock was a great choice for our weekend stay and felt worth the price, especially given the central location, stylish rooms, and friendly service. Our room was spotless, with a comfortable bed and blackout curtains that made it easy to sleep deeply. Although the lobby and pool area had a lively atmosphere, we barely heard any noise once our door was closed. Breakfast had a good mix of fresh fruit, pastries, eggs, bacon, and made-to-order coffee; it was busy but staff kept everything replenished. The music-themed details were fun without being overdone, and check-in was quick. I would happily stay here again.",fake,1,hardrock,gpt5.6-terra,Hotel_LLM_Reviews_gpt5.6_terra.csv,long_positive_structured_zero_shot,test
"We chose Hotel Amalfi for the view, but honestly, the staff made the stay. Every single person, from the front desk to the breakfast crew, greeted us by name after day one - a small touch that felt incredibly personal. The room itself was spotless, though the bathroom was a bit snug, a fair trade for the private balcony overlooking the water. Mornings were a highlight: strong espresso, flaky pastries, and a spread of local cheeses that fuelled our daily hikes. The only minor hiccup was the thin walls; we could hear our neighbours' late-night chatter. Still, the location is unbeatable - a five-minute stroll to the marina and tucked away from the main drag. I'd absolutely return for the hospitality alone.",fake,1,amalfi,deepseekv4-flash,Hotel_LLM_Reviews_deepseekv4_flash.csv,long_positive_unstructured_zero_shot,test
"A lovely hotel in a trendy part of Chicago which gives it a much more comfortable feel than the downtown hotels. The rooms are very, very well appointed, but not large, and the quality of the materials is wonderful without exception. Unfortunately, the service was below average in every way: they failed to deliver laundry by an important and assured deadline; valets didn't deliver the car and had to be asked twice; the concierge gave us miserable directions that got us lost, and the front desk was unable to rectify any issue. It amazed me that so much incompetence could happen in 6 hours! And even after recognizing their shortcomings, not one sincere or significant apology. A poster child of how bad service cannot overcome a well-built, well-furnished hotel.
",real,0,sofitel,human_real,Hotel_Human_VS_HumanFake_relabelled.csv,,test
"The Hyatt's location was perfect for exploring downtown, and the decor felt fresh, not tired. Staff were genuinely welcoming, and given the comfort and service, the rate felt more than fair. I'd happily book again.",fake,1,hyatt,deepseekv4-flash,Hotel_LLM_Reviews_deepseekv4_flash.csv,short_positive_structured_few_shot,test
"I expected more from Swissotel given the rate and its reputation. My room faced the river, but the view was mostly blocked by neighboring towers and construction cranes, hardly the relaxing skyline I had imagined. The decor looked tired: faded carpet, dark wood furniture, and a television that felt several generations old. Worse, the room was far from quiet. I could hear elevator traffic, doors slamming, and conversations in the hallway well past midnight. The bathroom was clean enough but cramped, with weak water pressure, a chipped vanity, and little counter space for toiletries. Staff handled check-in efficiently, but they seemed uninterested when I mentioned the noise. For the price, the stay felt dated and impersonal.",fake,1,swissotel,gpt5.6-terra,Hotel_LLM_Reviews_gpt5.6_terra.csv,long_negative_structured_few_shot,test
"Had a great stay at Hard Rock: breakfast had plenty of fresh choices, the price felt fair, Wi‐Fi was reliable, and I only wished we could have stayed longer.",fake,1,hardrock,gpt5.6-luna,Hotel_LLM_Reviews_gpt5.6_luna.csv,short_positive_structured_zero_shot,test
"The room wasvery tiny and was very warm. They give you the illusion that you control the temperature but they do. The bathroom is small. The tub is plastic retro fit as stated in another review, and does crackle under your feet. I, personally, did find the water pressure to be fine and the bath ammenities to be of good quality. The public areas are nice and are good to hang out in. This is basically an old hotel that has been updated. The comment about the closet is true, it is actually indescriable. You can hear everything occuring in the other rooms. The location is convienent but so are many other hotels. If you do stay, fly into Midway, take the Orange Line, you cannot go wrong.
",real,0,allegro,human_real,Hotel_Human_VS_HumanFake_relabelled.csv,,test
"I booked the Hotel Amalfi expecting charm, but the reality was a tired, lackluster stay. Breakfast was a sad affair of watery coffee, stale pastries, and scrambled eggs that had clearly been sitting under a heat lamp for hours. Our room's 'sea view' was mostly a brick wall and a sliver of gray water, which felt like a cruel joke given the price. The decor was aggressively dated--think brown floral carpets and wobbly furniture from the 1980s--which immediately made the place feel grimy rather than quaint. The bed was the worst offender: a lumpy mattress with a sagging middle that guaranteed a night of tossing and turning, punctuated by the noisy air conditioning unit rattling like a dying engine. I left more exhausted than I arrived, feeling completely ripped off. I genuinely cannot recommend this place to anyone.",fake,1,amalfi,deepseekv4-flash,Hotel_LLM_Reviews_deepseekv4_flash.csv,long_negative_structured_zero_shot,test
"The bathroom was the real highlight for me--a walk-in rainforest shower with excellent water pressure and those big, fluffy towels that actually wrap around you properly. Breakfast had a solid spread: made-to-order omelets, fresh pastries, and a surprisingly good Greek yogurt bar with local honey. My corner room looked straight out over the harbor, and I spent a good hour each morning just watching the ferries glide in, especially at sunrise when the water turned gold. The room itself was spotless, right down to the baseboards and the glass shower door without a single streak. Housekeeping even folded my stray charging cable neatly on the desk. Minor quirks like a slightly squeaky closet door didn't bother me--the staff were so warm and the location unbeatable. I'd happily return, and I'm already checking dates for next spring.",fake,1,ambassador,deepseekv4-flash,Hotel_LLM_Reviews_deepseekv4_flash.csv,long_positive_structured_few_shot,test
"The room was spotless and surprisingly quiet, and the full kitchen made our weekend feel effortless. Staff were friendly without hovering, and the morning breakfast had plenty of hot options. We'd happily book Homewood again for the comfort and value.",fake,1,homewood,deepseekv4-flash,Hotel_LLM_Reviews_deepseekv4_flash.csv,short_positive_unstructured_few_shot,test
"Affinia was a comfortable base for our city trip, with a friendly front desk and a quiet, roomy suite. The neighborhood made getting around easy, and I'd happily return.",fake,1,affinia,gpt5.6-luna,Hotel_LLM_Reviews_gpt5.6_luna.csv,short_positive_unstructured_few_shot,test
"This hotel was magnificent! Not only was it a mini palace, but the staff was polite, helpful, and professional. In an e-mail I received before we left for Chicago, the concierge, Les, offered to get us tickets, directions, reservations to anything we'd like to see/do. He also got us an upgrade on our room, and when someone rudely butted in line as we were registering, the registry person said they would upgrade our room just for that. And so we were granted a beautiful suite complete with king size bed and jacuzzi. The bed and the linens were so comfortably both of us slept late every morning! 
",real,0,knickerbocker,human_real,Hotel_Human_VS_HumanFake_relabelled.csv,,test
"I expected much more from a hotel with this location and reputation. Check-in took nearly 30 minutes because only one person was at the desk, and no one acknowledged the wait. My room looked tired: scuffed walls, a stained chair, and an air conditioner that rattled loudly all night. The bathroom had weak water pressure and the towels smelled slightly damp. Breakfast was disappointing too--lukewarm eggs, empty coffee containers, and tables left uncleared for ages. I mentioned the noise and cleanliness issues to reception, but was simply told they would 'make a note.' The staff were not openly rude, just indifferent. For the price, this was a frustrating stay and I would choose somewhere else next time.",fake,1,ambassador,gpt5.6-terra,Hotel_LLM_Reviews_gpt5.6_terra.csv,long_negative_unstructured_zero_shot,test
"Honestly expected more from Hotel Palmer given the rate they charge. The one bright spot is the location, which is genuinely convenient, steps from the metro and walking distance to several restaurants. Unfortunately, that's where the good news ends. My room, while not dirty, clearly hadn't been deep cleaned in a while -- dust on the lampshade and a sticky film on the bedside table. The bathroom was the real letdown: a cramped shower with weak water pressure and grout that looked like it hadn't seen a scrub brush all year. For what I paid, I'd expect fresh towels without chasing housekeeping and working lights above the mirror. Between the thin walls and the street noise at 5 a.m., sleep was a struggle. Decent neighborhood, but I don't think I got my money's worth here.",fake,1,palmer,glm-5.3-flash,Hotel_LLM_Reviews_glm-5.3-flash.csv,long_negative_structured_few_shot,test
"This is about the fourth time we stayed at the Allegro. The previous times, I have nothing but good to say about the Allegro. But my reaction has soured on this place. We have stayed here the past few years on the first weekend in December as a kick off to the holiday season and our shopping. From the very start, this year was a disappointment. I had checked the deals on a number of sites before calling the Allegro. I was quoted one price (higher than what was on line), when I mentioned this, I was told I could have the lower price. At check in, the desk was nice but not friendly. We discovered that our room was not as good as in the past (punishment for asking for a lower price?) The closet had no hangers, we had no place to put our suitcase. No one mentioned the wine reception in the evening. On the second day, we discovered that even our bath mat for the shower was missing. It took two phone calls and almost two hours to get a new one. I wrote the management following our stay. I have yet to receive a reply. Needless to say we will be looking elsewhere when we go into the city the next time. I would advise others to do the same.
",real,0,allegro,human_real,Hotel_Human_VS_HumanFake_relabelled.csv,,test
"Nice big rooms but stinky mildew hallways, fair room service menu and weird elevator set up really hurt my review on the Omni. Location was great but there are a lot of other options. If you get a really good deal on the room, I wouldn't say no.
",real,0,omni,human_real,Hotel_Human_VS_HumanFake_relabelled.csv,,test
"My stay was beyond comfortable, and the staff genuinely went out of their way to make me feel at home. The breakfast spread was fantastic, and the bed was perfect for a deep sleep. I'm already planning my next visit!",fake,1,ambassador,deepseekv4-flash,Hotel_LLM_Reviews_deepseekv4_flash.csv,short_positive_unstructured_zero_shot,test
"I just enjoyed a 3-day weekend at the Swissotel Chicago. A friend of mine booked it and got a GREAT rate. Cheaper than even a fleabag motel. So keep an eye out for specials. The view was great, the location was prime. The staff was helpful. The room was large (we had 2 double beds). I only have one complaint. Our room was next to some sort of storage or mechanical room where employees (I think) would sneak off to talk on the phone. The sound came right though the vent in our bathroom and we could hear them plain-as-day. Fortunately, the sound was only in the bathroom so it wasn't like it kept us up at night. It was just a little weird. Overall, a great stay and I will definitely stay there again. 
",real,0,swissotel,human_real,Hotel_Human_VS_HumanFake_relabelled.csv,,test
"I had a very pleasant three-night stay at Affinia and would happily return. My room faced the avenue, with a surprisingly open view of the city rooftops and a nice glimpse of the river between buildings. Traffic was noticeable during the afternoon, but once the windows were shut the room was quiet enough for uninterrupted sleep. The decor is not ultra-modern, but it felt warm and well maintained rather than dated, with comfortable furniture and thoughtful lighting. The bathroom was especially roomy for the area, with a deep tub, strong shower pressure, and plenty of counter space for two people's toiletries. Front desk staff were friendly without being overly formal, and the location made it easy to walk to restaurants and transit.",fake,1,affinia,gpt5.6-terra,Hotel_LLM_Reviews_gpt5.6_terra.csv,long_positive_structured_few_shot,test
"The room looked tired, the hallway noise carried straight through the door, and our shower barely stayed warm. For the price, The James felt more frustrating than stylish.",fake,1,james,gpt5.6-terra,Hotel_LLM_Reviews_gpt5.6_terra.csv,short_negative_unstructured_few_shot,test
